Address,Category,Latitude,Longitude,Name,Phone,State,Township,geohash
"Rm 9, 8 Shed, Padamyar 4th St., Saw Bwar Gyi Gone Warehouses,",Hardware Merchants & Ironmongers,16.890664,96.120354,Ever Win,"
09-31944884, 09-965400433, 09-5400433
", :Yangon Region ," :Insein
",w5h256b
"142, Saydanar 1st St., Kaytu Marlar Yeikthar,",Car Workshops,16.854809,96.172751,Ko Mya Hlaing,"
01-8562208, 09-5143286, 09-965143286
", :Yangon Region ," :South Okkalapa
",w4urukq
"Rm 28/34, Kaba Aye Pagoda Rd., Myanma Gems Museum,",Jades,16.854815,96.156351,U Maw,"
09-5090932, 09-421049174
", :Yangon Region ," :Mayangone
",w4uruh6
"124/126, 4th Flr, 50th St., Middle Block,",Advertising Agencies,16.7761,96.170576,The Tree Association, :, :Yangon Region ," :Pazundaung
",w4urkmv
"448, Nilar 4th St., Ga Nge Ward,",Decorators & Decorating Materials,16.908205,96.157298,Green Peace,"
09-73010708, 09-250079208
", :Yangon Region ," :North Okkalapa
",w5h2hn5
"45, Nawarat St., Near Thaketa Roundabout,",Education Services,16.806085,96.213704,YRS, :, :Yangon Region ," :Thaketa
",w4urt7k
"77, 37 St., Between 75 St. and 76 St.,",Water Pipes & Accessories,21.966052,96.090529,Aye Myitta,"
02-4073498, 09-2063638
", :Mandalay Region ," :Maha Aung Myay
",w5ukfwf
"21, U Hein Soon St., Corner of Yarza Di Yit Rd., Ward (9),",Building Materials,16.89234,96.200171,"Naypyitaw Zaw Zaw Aung Co., Ltd.","
09-785121324, 09-43159746, 09-5121324
", :Yangon Region ," :East Dagon
",w5h2j54
"47, 59 St., Between 21 St. and 22 St., Nan Shae,",Day Care Centres,21.988646,96.119719,FUTURE KIDZ,"
09-421130276, 09-43147057
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um56b
"17/A, Thapyay Nyo St.,",Construction Services,16.776849,96.144967,Tha Pyay Nyo,"
09-5198000, 09-73901636, 01-510607
", :Yangon Region ," :Sanchaung
",w4ur7y4
"Kha/48, Gant Gaw St., Bayint Naung Warehouses,",Transportation Services,16.862811,96.10049,Aung Zayar,"
09-43084177, 09-420152932, 01-680696
", :Yangon Region ," :Mayangone
",w4urfvf
"1, G Flr, Thazin-E Shed, Zaycho,",Pharmacy Shops [Traditional],21.982991,96.077178,Sein Pwint,"
02-4023123, 02-4064960, 09-2020603
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um43c
"11, 17th St., Lower Block,",Aluminium/Tin & Zinc Materials,16.772839,96.148137,Sein - Parami,"
01-226579, 01-222518, 09-5162656
", :Yangon Region ," :Latha
",w4ur7vk
"Bayint Naung Rd., Beside Chaung Wa Board, Ward (3),",Marine Products,16.834472,96.114069,Marine Hub ,"
01-530921, 09-777333278, 01-558219
", :Yangon Region ," :Hlaing
",w4urg0s
"Rm 7/8, Bldg B/102, Kyan Sit Thar St., Nawaday Zay Bus Stop,",Machinery & Spare Parts Dealers,16.867868,96.067092,Amazing Diamond,"
09-773200995, 09-772329818
", :Yangon Region ," :Hlaing Thar Yar
",w4urfn9
"120/B, Amara St., North Okkapla Industrial Zone,",Iron Casting Services,16.707211,96.16007,Yadanar Steel Group,"
01-661962, 09-5000824, 09-450055725
", :Yangon Region ," :North Okkalapa
",w4urh1m
"Rm 102, Bldg A-7, Min Dhama Rd., Shwe Kabar Housing,",Electrical Goods Sales,16.868421,96.13173,"Myanma Power Spectrum Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urgwb
"626, 82 St., Between 44 St. and 45 St.,",Jewellery Shops,21.955461,96.079684,Yatanar Star, :, :Mandalay Region ," :Maha Aung Myay
",w5ukfkg
"C/60, Lawpita St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.844342,96.225037,"Kyaw Zaw Ti Co., Ltd.", :, :Yangon Region ," :South Dagon
",w4urvdk
"E-6, Ga Gyi Shed, Myin Chan St., Aung Mingalar High-Way Bus Terminal,",Buses [Highway],16.892358,96.117025,Wai Phyo Aung,"
09-73181647, 09-43202667, 09-440678934
", :Yangon Region ," :Mingalardon
",w5h255n
"Rm 14/15, 95 Shed, Shwe Wah St., Entrance (1), Saw Bwar Gyi Gone Warehouse,",Building Materials,16.891066,96.124112,Yaung Ni Tun,"
09-450050499, 09-777750499, 01-641191
", :Yangon Region ," :Insein
",w5h256g
"31 St., Between 83 St. and 84 St.,",Dried Tea Leaves,21.976021,96.077706,Haw Nan Thu Zar,"
09-2010911
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um429
"4, Pyi Taw Aye Yeik Thar Lane,",Accountants & Auditors,16.838219,96.157189,Daw Myint Myint Toe Group, :, :Yangon Region ," :Yankin
",w4uru17
"30/B, 3rd Flr, Thiri St.,",Accountants & Auditors,16.802064,96.128608,Aung Myint Oo & Associates, :, :Yangon Region ," :Sanchaung
",w4ure6w
"166, Thingangyun St., Tarmway Lay Ward,",Pet Shops,16.821004,96.180859,Lucky Pet,"
09-777399588
", :Yangon Region ," :Tarmwe
",w4urswh
"Tatalincheik-20, Lower Mingalardon Rd., Phawh Kan Ward,",Mini Markets,16.90712,96.097752,Thamadi,"
01-3645933
", :Yangon Region ," :Insein
",w5h24vb
"Bldg 11, 3rd Flr, Butar Yon St.,",Car Engine Oil & Lubricants,16.837287,96.115955,"Myanmar New Stars Industry Co., Ltd.","
01-530275, 09-794444033, 09-440444033
", :Yangon Region ," :Hlaing
",w4urg1j
"Ma Ma-15/Bld-12, Rm 3, Mya Yi Nandar Housing,",Real Estate Agents,21.917007,96.133178,Kyal Sin Lin,"
09-5179218, 09-790906072
", :Mandalay Region ," :Chan Mya Tharsi
",w5uketf
"Bldg 18, 2nd Flr, MICT Park,",Internet Service Providers,16.849735,96.128927,Seanet Technologies, :, :Yangon Region ," :Hlaing
",w4urg7q
"205, 2nd Flr, Parami Rd., Parami Housing,",Wedding Supplies & Services,16.857329,96.122379,Sweetheart,"
09-420097981, 09-423432551, 09-423432552
", :Yangon Region ," :Hlaing
",w4urgkf
"615 / B, Pade Tan,",Umbrellas [for Pagoda],16.802186,96.125953,Shwe Pyi, :, :Yangon Region ," :Kyeemyin Daing
",w4ure6s
"9, 1st Flr, 54th St.,",Garment Industries,16.776765,96.17385,Ko Aung Aung, :, :Yangon Region ," :Pazundaung
",w4urkqp
"L-103/A, Kan Yeik Thar 6th St., FMI City,",Construction Services,16.86313,96.086082,Lucky World Construction,"
09-5010960, 09-788888322, 09-962962339
", :Yangon Region ," :Hlaing Thar Yar
",w4urfmz
"38, Sabei 9th St., Bolein Aung Mingalar Ward,",Bags [Other],16.796422,96.177931,Hlwan Moe Thu," :
", :Yangon Region ," :Tarmwe
",w4urs9d
"Rm B-12/14, 3rd Flr, Yuzana Plaza,",Fashion Shops,16.804153,96.175653,F4U Fashion & Major Fashion,"
09-444478280, 09-452337168, 09-978551255
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urse0
"90, Aung Zeya St., Industrial Zone (7), City Of Industry,",Electrical Goods Sales,16.886197,96.07984,"AEG Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w5h2465
"96-A, Yangon-Insein Rd.,",Metal Doors & Others,16.863981,96.122851,Moon Planet Diamond,"
01-667632, 09-5007518, 09-5170565
", :Yangon Region ," :Mayangone
",w4urgmf
"43, Thin Baw Kyin St., Yamonnar Ward (2),",Ship Crewing Agencies,16.778018,96.192532,"Inai General Services Co., Ltd.","
09-260197829, 09-425020217, 09-778912702
", :Yangon Region ," :Dawbon
",w4urkym
"138/140, 2nd Flr, Pansoedan St., Corner of Maha Bandoola Rd.,",Engineering Courses,16.780007,96.162081,Glory Engineering," :
", :Yangon Region ," :Kyauktada
",w4urknx
"Ga Nge/58, Aung Thapyay St., Bayint Naung Warehouses,",Noodles & Vermicelli [Assorted],16.860859,96.103002,U Chit Swe Family,"
01-641726, 09-5106761, 09-961372422
", :Yangon Region ," :Mayangone
",w4urfvk
"39/1A, Aung Thapyay St.,",Tourism Services,16.807023,96.133343,Asia Great 1 Travels & Tours, :, :Yangon Region ," :Sanchaung
",w4ureed
"26 St., Between 80 St. and 81 St.,",Construction Services,21.983374,96.083286,"Royal Shine Star Co.,Ltd","
09-257006810, 09-257006811
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um43v
"D/49/50/61/62, Kyauk Pahtoe St.,",Hardware Merchants & Ironmongers,16.845214,96.22316,U Sarmi & Sons,"
09-5032464, 09-5198773, 01-590683
", :Yangon Region ," :South Dagon
",w4urvde
"168/G, San Pya 4th St., Sanpya Ward,",Scales & Weighing Equipment,16.842133,96.204436,W & T Avery Ltd.,"
09-5125984, 09-450544404
", :Yangon Region ," :Thingangyun
",w4urv4j
"Blk 34, 827, Kyun Shwe Wah St., Corner of U Wisara Rd., Infront Of Industrial Zone,",Car Workshops,16.87175,96.177004,A.M Tuning Service,"
09-421142228, 09-791111292
", :Yangon Region ," :North Dagon
",w4urux3
"48, G Flr, Marlar Myaing 7th St., Ward (16),",Construction Services,16.856859,96.116421,"KFT (Myanmar) Engineering & Construction Co., Ltd.","
09-250048284, 09-974887221
", :Yangon Region ," :Hlaing
",w4urght
"4/A, Thayet Taw St., (Za/North)Ward,",Car Engine Oil & Lubricants,16.825351,96.201529,IE Lubricants,"
01-571159, 01-8566231, 01-579510
", :Yangon Region ," :Thingangyun
",w4urtng
"943/B2, Kyaik Waing Pagoda Rd., Ward (3),",Construction Services,16.865852,96.124871,"Echo-Tech Construction Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urgq7
"562, G Flr, Thamaing Butar Yone 6th St., Near Zay Butar Bus Stop,",Electrical Goods Sales,16.859171,96.112778,KST Engineering Services, :, :Yangon Region ," :Mayangone
",w4urgj5
"Baho Rd., Railways Station Compound, Gyoh Gone (West) Ward,",Car Aircons,16.881235,96.110946,Pyae Wa Kyaw,"
09-43047547
", :Yangon Region ," :Insein
",w5h2511
"15-19, Zaw Gyi St.,",Hospitals [Private],16.780838,96.140827,Shwe La Min Hospital,"
01-2301949, 01-655612
", :Yangon Region ," :Lanmadaw
",w4ur7wz
"31 St., Between 79 St. and 80 St.,",Buses [Highway],21.975489,96.08492,Zaw Group Bagan Cherry,"
09-455533362
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um42w
"Rm 2+3, 61 Shed, Kyauk Sein 2nd St., Sawbwargyi Gone Junction,",Building Materials,16.892857,96.120768,Shwe Nadi,"
01-3641877, 01-3646741, 09-420114209
", :Yangon Region ," :Insein
",w5h2573
"156/157, Anawrahta St., Near Yay Chan Sin Bus Stop, Ward (7),",Bakery & Cake Makers,16.933815,96.09306,Shwe Moe,"
09-43074306, 09-972470522
", :Yangon Region ," :Shwe Pyi Thar
",w5h26ds
"66, G Flr, Sint Oh Dan St., Lower Block, Ward (3),",Beauty Spas [Foot/Body],16.774325,96.148897,Sense Spa,"
09-427776502, 09-427776503
", :Yangon Region ," :Latha
",w4ur7vt
"124, G Flr, Seik Kan Thar St.,",Decoration Services,16.772839,96.162962,I Design Global PTE Ltd., :, :Yangon Region ," :Kyauktada
",w4urkjr
"A/33, 38 St., Between 80 St. and 81 St.,",Freight Forwarders,21.964765,96.08196,Ngwe Kabar,"
02-4036846, 09-2036846
", :Mandalay Region ," :Maha Aung Myay
",w5ukfqs
"102, Industrial Zone (1), U Shwe Bin St & Corner of Twin Thin Tike Wun U Tun Nyo St.,",Cooking Oil,16.855012,96.078136,Ngwe Thazin Minn,"
01-685565, 01-685566, 09-5020004
", :Yangon Region ," :Hlaing Thar Yar
",w4urfk3
"31-B, Naung Yoe St., Bayint Naung, Tet Lann Housing,",Car Engine Oil & Lubricants,16.865177,96.102746,"Tip Top Star Family Co., Ltd."," :
", :Yangon Region ," :Mayangone
",w4urfy5
"578, Bayint Naung Rd., Ward (8),",Computer Training Centres,16.970512,96.076766,CMA Computer Center,"
09-450030373, 09-964430373
", :Yangon Region ," :Shwe Pyi Thar
",w5h2d32
"Rm B-142, Bldg B, G Flr, Baho Rd. (Upper), Muditar Condo,",Security Systems & Equipment,16.829106,96.12406,M Tech, :, :Yangon Region ," :Mayangone
",w4urere
"735, Min Ye Kyaw Swar St., Ward (70),",Dyeing & Printing Textiles,16.873288,96.243932,Ma Hnin Wai,"
09-420075427, 09-8611630
", :Yangon Region ," :South Dagon
",w4urypd
"686, Kyan Sit Thar Rd., Ward (108),",Generators & Transformers Sales/Services & Rental,16.844386,96.211712,Royal Hercules Power, :, :Yangon Region ," :East Dagon
",w4urv67
"5-A, Pyay Rd., Ward (10),",Construction Services,16.840642,96.134739,"Excellent Fortune Development Group Co., Ltd. [EFD]", :, :Yangon Region ," :Hlaing
",w4urg9e
"649, Pyi Tharyar St.,",Musical Instruments,16.829394,96.183572,Myanmar Audio Light,"
09-250510279, 09-799596560, 09-43161070
", :Yangon Region ," :Thingangyun
",w4ursxw
"Rm 706, 7th Flr, 50th St., Mahar Nawarat Condo, Lower Block,",Building Materials,16.772984,96.170992,"Samrat Global Limited Co., Ltd.", :, :Yangon Region ," :Botahtaung
",w4urkmm
"E-1, Hnin Cherry Lane(2), Snow Garden Housing,",Pharmacy Shops [Traditional],16.848581,96.191798,Wont Won,"
09-5261064, 09-778913021, 09-775277764
", :Yangon Region ," :Thingangyun
",w4urugh
"421, G Flr, Shwe Mingalar Market, Shwe Mingalar Zay Car Pat St, Between Entrance (5) & (6),",Toy Shops,16.804042,96.179666,Sabei,"
09-443036145, 09-795352057, 09-5032315
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urse5
"9, Pyay Rd., 6 Mile,",Golf Equipment,16.842902,96.13554,Standard House,"
01-527638
", :Yangon Region ," :Hlaing
",w4urgd5
"165/167, U Chit Maung Rd., Saya San (North-West) Ward,",Aluminium/Tin & Zinc Materials,16.822386,96.162715,Ko Nyein Maung, :, :Yangon Region ," :Bahan
",w4ursnr
"103, Yadanar St., Yadanar Housing, Ward (67),",Concrete Products,16.80898,96.23886,"Inno Tech Batching Plant Co., Ltd. (BPC)", :, :Yangon Region ," :Dagon Seikkan
",w4urtgy
"138, 49th St., Upper Block,",Tourism Services,16.802029,96.199488,"Destination Myanmar Business Group Co., Ltd.", :, :Yangon Region ," :Pazundaung
",w4urt4d
"1st Flr, Seik Kan Thar St., 38th St. Plaza,",Press & Printers [Offset],16.778354,96.163801,Mya Yadanar,"
01-379773, 01-578670, 09-795831265
", :Yangon Region ," :Kyauktada
",w4urkq2
"35, Pabe Khaung Maung Khet St., Industrial Zone (4),",Building Materials,16.924459,96.083281,"K.U.S Building Supplies Co., Ltd.", :, :Yangon Region ," :Shwe Pyi Thar
",w5h263j
"3, Kan Yeik Thar St.,",Fabric Shops,16.846241,96.155452,Women's Treasure,"
09-796843545, 09-796843546
", :Yangon Region ," :Mayangone
",w4uru4f
"193/A, 74 St., Between 33 St. and 34 St.,",Security Systems & Equipment,21.971142,96.093109,Mr.CCTV,"
09-257676152, 09-257676153
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfxs
"266/270, Thein Phyu Rd., Upper Block,",Flowers & Florists,16.786445,96.167448,Magnolia,"
09-257009034, 09-257009035
", :Yangon Region ," :Botahtaung
",w4urkrf
"597, Pyi Htaung Su Rd., Ward (37),",Doors & Shutters Sales,16.88259,96.20151,Linn & Hnin, :, :Yangon Region ," :North Dagon
",w5h2j17
"80 St., Between 36 St. and 37 St.,",Foodstuffs,21.967607,96.08344,Gold Fish,"
02-4065990, 09-2028301
", :Mandalay Region ," :Maha Aung Myay
",w5ukfrj
"72, Set Hmu Yadanar St., Myittar Nyunt Ward,",Hotels,16.8149729,96.1820924,Hotel Platinum, :, :Yangon Region ," :Tarmwe
",w4urstj
"976/977, Shukhin Thar Rd., Near A Yat Sai Curve Bus Stop,",Foodstuffs,16.796619,96.21407,Nagar Nyi Naung,"
09-73047992, 09-5111947, 09-443047992
", :Yangon Region ," :Thaketa
",w4urt3s
"952, Yathawaddy St., Ward (13),",Photo Studios & Labs,16.811803,96.195872,University, :, :Yangon Region ," :South Okkalapa
",w4ursur
"44, Pyay Rd.,",Supermarkets & Shopping Centres,16.857437,96.122033,Sein Gay Har," :
", :Yangon Region ," :Dagon
",w4urgkc
"111, Ar Thaw Ka St., Ward (13),",Plastic Materials & Products,16.854574,96.122957,Shwe Ngar,"
09-5007721, 09-5008843, 01-519821
", :Yangon Region ," :Hlaing
",w4urgk6
"3, Lote Thar St., Near Gabu Gwae Market., (Ga-Gyi) Ward,",Pipes & Pumps Accessories,16.831276,96.207086,Phyo Aung Kyaw, :, :Yangon Region ," :Thingangyun
",w4urv0p
"307, Aung Myittar St., Yamonnar Ward (1),",Electricians & Electrical Contractors,16.778667,96.200974,"Kelvin Electrical Engineering Co., Ltd.", :, :Yangon Region ," :Dawbon
",w4urmn7
"140, Pyi Htaung Su Yeik Thar St.,",Security Systems & Equipment,16.781772,96.146809,"Fortress Land Co., Ltd.", :, :Yangon Region ," :Dagon
",w4ur7z5
"Rm 12, 1st Flr, Bahan Market, Near Shwe Dagon Pagoda (East Entrance),",Thingans & Monk's Utensils,16.799552,96.1543,Miba Myittar,"
09-961561572, 09-73204207, 09-43081627
", :Yangon Region ," :Bahan
",w4urs43
"6, Pyay Rd., 6 Mile,",Wood Industries,16.833718,96.136387,"Win & Win Co., Ltd.", :, :Yangon Region ," :Hlaing
",w4urg8k
"64/B, 8th Flr, Koh Min Koh Chin Rd., Shwe Gon Plaza,",Packing/Filling & Wrapping Materials & Equipment,16.802354,96.156815,"Sai Beacon Trading Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urs4g
"32, Yay Twin St., Saw Yan Paing Ward,",Fashion Designer Schools,16.782997,96.13199,Phyo Ko , :, :Yangon Region ," :Ahlone
",w4ur7x3
"43/B, G Flr, 31st St.,",Cables & Wires [Manu/Dist],16.773432,96.157666,"New Blaze Co., Ltd.", :, :Yangon Region ," :Pabedan
",w4urkje
"Rm 6B, Strand Rd., Sinmalike Business Tower,",Construction Services,16.821307,96.122594,Global Infinity Trading & Construction, :, :Yangon Region ," :Kamayut
",w4ureq4
"004/92, 27 St, Between 69 St. and 70 St., Pyi Gyi Myat Hman,",Tourism Services,21.980613,96.101397,"HERITAGE MANDALAY TRAVELS & TOURS CO.,LTD","
09-421911717, 09-421911818
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um4c6
"125-C, Shwe Gon Daing (West) Rd., Infront Of Yuzana Hotel,",Bank Equipment & Supplies,16.818506,96.194017,"MNZ (URANUS Co., Ltd.)","
01-8603121, 09-43198034
", :Yangon Region ," :Bahan
",w4ursvw
"56, 26th St., Lower Block,",Machinery & Spare Parts Dealers,16.773394,96.153606,R.S Zayar Aung,"
01-370117, 09-5180092, 09-5199102
", :Yangon Region ," :Pabedan
",w4urkj8
"100/101, Loikaw St., Industrial Zone (1), Ward (23),",Incense Sticks & Incense Blocks,16.775959,96.141401,Zaw Pyan,"
09-5123704, 01-2348208, 01-590045
", :Yangon Region ," :South Dagon
",w4ur7vb
"642, Shukhin Thar Rd., Near Thaketa Hospital, Ward (12),",Advertising Agencies,16.818468,96.165839,Nobel, :, :Yangon Region ," :Thaketa
",w4ursm9
"D/17/18, Thudhamar Rd., Thiri Yadanar Retail/Wholesale Market,",Water Treatment Systems,16.925588,96.155169,Global Lotus Limited,"
09-250666266, 09-450066870, 09-428183690
", :Yangon Region ," :North Okkalapa
",w5h2k14
"12/D, Loot Latt Yae St.,",Plastic Materials & Products,16.831815,96.21302,"Yangon Strong Printing Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4urv2h
"27 St, Corner of 65 St.,",Food Stalls,21.980333,96.10794,Unique Myanmar Restaurant,"
02-4023562, 09-2038134
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um4cr
"169/1, Myin Thar 10th St., Ward (14/1),",Silk Wear,16.849318,96.196634,Jeros,"
09-787006530, 09-787006531
", :Yangon Region ," :South Okkalapa
",w4urv52
"71, Yadanar Pon St., Ward (107),",Aluminium Pots Factories,16.869334,96.235497,Taw Thar Gyi,"
09-8591853, 09-262548445, 09-454900247
", :Yangon Region ," :South Dagon
",w4urvyu
"9, Kyaung Gyi 8th St., Thingangyun Gyi,",Building Materials,16.97727,96.147687,"Royal Aung Chan Int'l Co., Ltd.","
09-73033205, 09-420097326, 09-49336288
", :Yangon Region ," :Mingalardon
",w5h2efs
"G-3(A), Yaw Min Gyi St., San Pya Industrial Zone (1),",Fabric Shops,21.888622,96.094927,CYT,"
02-5154136, 02-5154137
", :Mandalay Region ," :Pyigyi Tagon
",w5ukd8w
"79, G Flr, 24th St.,",Incense Sticks & Incense Blocks,16.7744,96.152576,"Golden King Dragon Co., Ltd.", :, :Yangon Region ," :Latha
",w4urkj8
"33-A, Zeya Waddy St., Baho Road,",Coffee Makers,16.810431,96.127287,Jura, :, :Yangon Region ," :Sanchaung
",w4urekj
"142, Seik Kan Thar St., Industrial Zone (4),",Concrete [Ready-Mix],16.801436,96.180899,Concrete King, :, :Yangon Region ," :Shwe Pyi Thar
",w4ursds
"58, 2nd Flr, Yangon-Insein Rd., Top of San Yeik Nyein 5th St., Hledan,",Tourism Services,16.830569,96.129931,SIAM TAI,"
09-773773151, 09-793731120, 09-263888849
", :Yangon Region ," :Kamayut
",w4urerz
"205/A, Padauk 5th St., Myo Thit (Ga-Nge) Ward,",Astrologers & Palmists,16.862745,96.105462,Sayar Ma Saw Yu Nwel,"
01-3643030
", :Yangon Region ," :Insein
",w4urfvv
"49, Sike Pyoe Yay St., Ah Hmu Htan Ward,",Rattan Goods,16.758678,96.259957,Mon Soon Village Rattan Furniture, :, :Yangon Region ," :Than Lyin
",w4urq6y
"21, 54th St.,",Shipping Agents,16.774696,96.173827,Ocean Link, :, :Yangon Region ," :Pazundaung
",w4urkmx
"255/257, Rm 10-A, Bo Myat Tun St., United Condo,",Advertising Agencies,16.773264,96.169863,Golden Myanmar , :, :Yangon Region ," :Botahtaung
",w4urkmk
"266, 83 St., Between 28 St. and 29 St.,",Electronic Equipment Sales & Repair,21.979924,96.079213,CIRCUIT WORLD,"
02-4021839, 09-426800396
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um436
"69, Baho Rd., Hledan,",Flowers & Florists,16.827708,96.131242,Flower Corner, :, :Yangon Region ," :Kamayut
",w4urex2
"38/67, Bogyoke Aung San Market, Inner East Wing,",Tailors,16.780429,96.156066,Liberal Tailors, :, :Yangon Region ," :Pabedan
",w4urknf
"225, Banyar Dala Rd., Top of 140th St.,",Doors & Shutters Sales,16.796101,96.174979,Chit Aung Myint,"
01-205582, 01-206061, 09-73205383
", :Yangon Region ," :Tarmwe
",w4urs98
"Strand Road, Between 35 St. and 37 St., Gaw Wain,",Agricultural Chemical Dealers,21.969547,96.056256,Htet Myat Naing,"
02-4063655, 09-2027153
", :Mandalay Region ," :Maha Aung Myay
",w5ukcz6
"1947, Yangon-Pathein Rd., Bogyoke St,",Car Engine Oil & Lubricants,16.861947,96.066717,Valvoline,"
09-977835257, 01-3684799, 01-3684688
", :Yangon Region ," :Hlaing Thar Yar
",w4urfj9
"16, 3rd Flr, Kyun Taw Rd.,",Cleaning Equipment,16.812351,96.131727,PPCS Cleaning Services, :, :Yangon Region ," :Sanchaung
",w4ures8
"24-Ka/Kha, 3rd Flr, Zaycho, Corner of Sat Hlay Khar Ah Nauk Myauk,",Sewing Machines & Accessories,21.982951,96.077138,Khin Lay Nwe(Ma)-2,"
09-2039301, 09-30739117
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um43c
"9/D, 2nd Flr, Thamine 8th Street, Ward (1),",Construction Services,16.865684,96.109794,Asia Allstar Deco, :, :Yangon Region ," :Mayangone
",w4urgn3
"15, Yadanar Rd., Ward (12),",Car Wheels/Tyres & Tubes Dealers,16.83825,96.188418,Sonar, :, :Yangon Region ," :South Okkalapa
",w4uruc6
"1, Rm 365/367, Bogyoke Aung San Rd., Corner of 31st St.,",Book Publishers & Distributors,16.779398,96.157873,Ar Yone Thit,"
01-241263, 01-250199
", :Yangon Region ," :Pabedan
",w4urkns
"Rm 6, 95 Shed, Shwe Wah St., Sawbwargyi Gone Warehouses,",Hardware Merchants & Ironmongers,16.890882,96.122326,New Life,"
01-9640139, 01-9640067, 09-5074108
", :Yangon Region ," :Insein
",w5h256f
"82, Yadanar Pon (Upper) St, Zay Gyi (East) Ward,",Pickle Tea Leaves & Assortments,16.791521,96.123567,Date Date Kyell,"
09-5137860, 09-73231697, 09-2173480, 09-785878212
", :Yangon Region ," :Kyeemyin Daing
",w4ure2g
"116, 1st Flr, 93th St., Kan Daw Kalay (East) Ward,",Advertising Agencies,16.787894,96.166402,Universe New Life,"
09-5136069, 09-775136069
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs24
"164/3, Than Thu Mar Rd., Thuwunna, Ward (24),",Water Tanks,16.845288,96.201744,Bigtree," :
", :Yangon Region ," :Thingangyun
",w4urv4e
"58, 45th St.,",Fabric Shops,16.773292,96.167789,Ko Kyaw Win Khaing & Brothers,"
01-299614, 01-398635, 09-5126637
", :Yangon Region ," :Botahtaung
",w4urkm7
"19 / A, 2nd Flr, Yone Gyi St.,",Accountants & Auditors,16.8058,96.122398,TRUST Auditing & Financial Consultancy, :, :Yangon Region ," :Kyeemyin Daing
",w4ure76
"28, 3rd Flr, Bogyoke Aung San Rd.,",Engineers [General],16.78023,96.173171,"Galaco Engineering Co., Ltd.", :, :Yangon Region ," :Pazundaung
",w4urkqx
"22, Pade Wun U Shwe Bin St., Industrial Zone (1),",Building Materials,16.849699,96.08224,Shwe Nagar,"
01-685985, 01-685990
", :Yangon Region ," :Hlaing Thar Yar
",w4urf7k
"19/20, Pazundaung Set Hmu St., Near Industrial Zone (3),",Welding Equipment & Services,16.8398327,96.2254212,Naing Family, :, :Yangon Region ," :South Dagon
",w4urv9t
"9, 2nd Flr, Zabu Thiri St., Bo Kan Nyunt Ward,",Construction Services,16.831107,96.194655,Ant Construction Engineering & Decoration,"
09-795488511, 09-788882823, 09-788882939
", :Yangon Region ," :Thingangyun
",w4urubn
"673, Bet; 30 St. and 31 St. & Bet; 86 St. and 87 St.,",Agricultural Machineries & Tools,21.977057,96.072817,Kyauk Taung Say Phyan Pone Factory,"
02-4031416, 02-4039557, 09-797415389
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um40y
"338/A, Strand Rd.,",Transportation Services,16.769415,96.174084,Shwe Myaing Toe Tet,"
09-5036408, 09-5116299, 09-49221274
", :Yangon Region ," :Botahtaung
",w4urkkz
"3, Yadanar Theingi St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.845761,96.224328,Myanmar Steel Trading,"
09-5138909, 09-976800909, 09-795890403
", :Yangon Region ," :South Dagon
",w4urvds
"Rm 6, Bldg 1, Yadanar Rd., Malikha Housing,",Tourism Services,16.8471237,96.195993,"Special Overseas Club Travel Management Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4urufz
"179, 31st St., Upper Block,",Press & Printers [Offset],16.833113,96.169501,Shwe Chinthae,"
01-371281, 09-8502485, 09-5016136
", :Yangon Region ," :Pabedan
",w4uru2k
"37/A, Kaba Aye Pagoda Rd., Inya Lake Hotel,",Generators & Transformers Sales/Services & Rental,16.86158,96.146957,"ATC Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urgvs
"2/1/9, Min Dhama St., Ward (12),",Laundries,16.861029,96.129812,Kyaw,"
09-781599186, 09-31781942, 09-794381852
", :Yangon Region ," :Hlaing
",w4urgmr
"Rm 7/8, Bldg 14, Sabei St., Behind Yuzana Plaza,",Fashion Shops,16.793552,96.175994,KM Fashion Shop, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urs91
